,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
680977,Brendan Donovan,16,11,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,132,82,64,21,1,5,70,60,1,110,14,.281,391,.394,.379,.773,3,2,.400,8,1966,,,,,,,,,,,,,,,,,,,,,,148,1.61,,,,,,,,,,,,0,1,2,,,468,45,123,.330,78.20
608717,Chris Stratton,20,0,1,2,0,3,1.000,0.15,1.23,22.2,20,1,0,0,21,19,8,3,0,0,23,12,0,22,1,.262,84,.357,.298,.655,0,1,1.000,3,375,2.78,22.2,5,0,0,0,0,0,7,1.50,98,68,20,0,0,230,.610,1,0,0,0,25,1.11,1.000,16.54,9,1.92,9.13,4.76,8.74,3.18,0.00,16,5,0,0,1,,,,,,,
572816,Corey Dickerson,1,0,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,0,3,0,1,0,0,0,1,0,2,0,.400,5,.500,.600,1.100,0,0,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,3.00,6,3,1,0,0,10,.560,0,0,0,0,3,0.00,.---,18.00,1,0.00,0.00,9.00,18.00,0.00,0.00,0,0,0,0,0,,,297,36,124,.301,46.83
666185,Dylan Carlson,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,120,120,56,30,4,8,94,45,1,102,7,.236,432,.316,.380,.696,2,5,.714,6,1964,,,,,,,,,,,,,,,,,,,,,,164,1.00,,,,,,,,,,,,0,0,4,,,488,42,204,.281,54.00
606149,Giovanny Gallegos,57,0,6,3,0,9,1.000,0.16,1.37,59.0,57,0,0,0,33,69,23,10,1,6,73,18,1,42,0,.197,213,.256,.338,.594,0,3,1.000,3,988,3.05,59.0,3,6,14,20,12,6,20,1.02,235,177,57,0,0,661,.670,0,1,2,0,72,0.48,.333,16.75,30,4.06,11.14,2.75,6.41,3.51,0.92,11,5,0,1,3,,,,,,,
656427,Jack Flaherty,9,8,3,3,2,8,.750,0.67,1.50,36.0,9,0,0,2,37,34,18,7,2,4,33,22,0,36,5,.259,139,.380,.424,.804,0,1,1.000,6,662,4.25,36.0,2,1,0,0,0,0,17,1.61,167,108,9,0,0,390,.590,5,0,0,0,59,1.09,.667,18.39,0,1.50,8.25,5.50,9.00,4.50,1.00,0,0,0,1,0,,,,,,,
663765,Jake Woodford,27,1,0,3,0,3,1.000,0.11,0.56,48.1,27,0,0,0,61,48,13,7,1,1,24,11,1,43,1,.249,173,.293,.318,.611,0,1,1.000,10,697,2.23,48.1,4,0,0,0,1,0,12,1.12,188,145,27,0,0,456,.650,1,0,3,0,55,1.27,1.000,14.42,16,2.18,4.47,2.05,8.01,2.42,0.19,13,3,0,0,3,,,,,,,
663855,Jordan Hicks,35,8,9,4,0,13,1.000,0.37,1.92,61.1,35,0,0,0,75,37,33,8,1,5,63,35,0,46,7,.210,219,.335,.324,.659,1,5,.833,9,1051,4.84,61.1,3,6,0,1,8,1,33,1.32,263,184,35,0,0,626,.600,7,0,5,0,71,2.03,.333,17.14,2,1.80,9.24,5.14,6.75,4.84,0.73,17,4,0,0,2,,,,,,,
656756,Jordan Montgomery,21,21,13,4,0,17,1.000,0.81,1.34,114.2,21,1,0,0,130,109,48,20,0,15,97,23,0,103,7,.236,436,.285,.385,.670,2,5,.714,8,1713,3.69,114.2,3,3,0,0,0,0,47,1.10,469,344,21,0,0,1138,.660,7,0,3,2,168,1.19,.500,14.94,0,4.22,7.61,1.81,8.08,3.77,1.18,0,0,0,2,1,,,,,,,
500779,Jose Quintana,12,12,6,3,0,9,1.000,0.75,1.31,62.2,12,0,0,0,70,57,18,8,1,1,48,16,0,54,1,.238,227,.290,.295,.585,0,2,1.000,13,994,2.01,62.2,3,2,0,0,0,0,14,1.12,247,188,12,0,0,626,.630,1,0,0,0,67,1.23,.600,15.86,0,3.00,6.89,2.30,7.76,2.59,0.14,0,0,1,1,1,,,,,,,
660766,Juan Yepez,18,18,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,57,75,27,13,0,12,61,16,0,64,1,.253,253,.296,.447,.743,0,0,.---,6,1035,,,,,,,,,,,,,,,,,,,,,,113,0.76,,,,,,,,,,,,0,0,4,,,274,30,111,.283,21.08
663457,Lars Nootbaar,108,3,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,80,78,53,16,3,14,71,51,1,66,1,.228,290,.340,.448,.788,1,4,.800,3,1389,,,,,,,,,,,,,,,,,,,,,,130,1.03,,,,,,,,,,,,0,0,5,,,347,40,106,.248,20.71
669461,Matthew Liberatore,9,7,2,0,0,2,1.000,0.22,0.53,34.2,9,0,0,0,33,39,23,12,2,5,28,18,0,42,1,.304,138,.384,.529,.913,0,1,1.000,5,650,5.97,34.2,2,2,0,0,1,0,23,1.73,161,104,9,0,0,389,.600,1,0,5,0,73,0.85,.500,18.75,1,1.56,7.27,4.67,10.90,5.97,1.30,0,0,0,2,2,,,0,0,0,.---,-.--
571945,Miles Mikolas,33,32,14,17,0,31,1.000,0.94,1.38,202.1,33,1,0,0,228,208,81,31,2,25,153,39,0,170,6,.226,751,.267,.373,.640,3,3,.500,15,3152,3.29,202.1,12,13,0,0,0,0,74,1.03,805,607,33,1,0,2099,.670,6,1,1,0,280,1.10,.480,15.58,0,3.92,6.81,1.73,7.56,3.60,1.11,0,0,1,0,8,,,,,,,
571448,Nolan Arenado,17,16,0,0,0,0,.000,0.00,-.--,0.0,17,0,0,0,107,219,73,42,1,30,72,52,3,163,7,.293,557,.358,.533,.891,3,5,.625,15,2330,,,,,,,,,,,,,,,,,,,,,,297,0.49,,,,,,,,,,,,0,0,4,,,620,103,251,.290,18.57
657557,Paul DeJong,77,57,191,79,6,276,.978,3.60,4.53,537.0,75,46,0,2,37,63,19,9,0,6,79,21,0,33,4,.157,210,.245,.286,.531,2,3,.600,2,977,,,,,,,,,,,,,,,,,,,,,,60,0.59,,,,,,,,,,,,0,0,2,,,237,25,96,.213,35.00
502671,Paul Goldschmidt,23,23,0,0,0,0,.000,0.00,-.--,0.0,23,0,0,0,119,127,106,41,0,35,141,79,1,178,5,.317,561,.404,.578,.982,0,7,1.000,7,2701,,,,,,,,,,,,,,,,,,,,,,324,0.94,,,,,,,,,,,,2,0,4,,,651,115,215,.368,16.03
664854,Ryan Helsley,54,0,2,7,0,9,1.000,0.17,1.27,64.2,54,1,0,0,35,62,11,6,0,6,94,20,1,28,0,.128,219,.201,.237,.438,0,1,1.000,3,962,1.25,64.2,9,1,19,23,7,4,9,0.74,239,194,54,0,0,648,.670,0,0,1,0,52,0.56,.900,14.88,33,4.70,13.08,2.78,3.90,1.53,0.84,21,3,0,0,0,,,,,,,
571927,Steven Matz,15,10,7,2,1,10,.900,0.60,1.69,48.0,15,0,0,0,46,45,28,10,0,8,54,10,0,50,2,.256,195,.300,.431,.731,0,0,.---,2,849,5.25,48.0,5,3,0,0,2,0,28,1.25,207,144,15,0,0,575,.680,2,0,1,0,84,1.02,.625,17.69,1,5.40,10.13,1.88,9.38,5.25,1.50,1,1,0,0,0,,,,,,,
669242,Tommy Edman,153,0,0,1,0,1,1.000,0.50,3.00,3.0,2,0,0,0,169,146,95,31,4,13,111,46,2,153,5,.265,577,.324,.400,.724,3,32,.914,10,2328,,,,,,,,,,,,,,,,,,,,,,231,1.16,,,,,,,,,,,,0,1,1,,,630,57,195,.308,44.38
425877,Yadier Molina,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,1,4,4,2,0,2,1,0,0,6,0,.500,12,.500,1.167,1.667,13,20,.606,0,40,18.00,2.0,0,0,0,0,0,0,4,3.00,12,6,2,0,0,27,.680,0,0,15,0,14,0.25,.---,20.00,2,-.--,4.50,0.00,27.00,18.00,9.00,0,0,0,0,0,1,3.52,270,24,103,.234,52.40
668868,Zack Thompson,22,1,3,4,0,7,1.000,0.32,1.85,34.2,22,0,0,0,48,27,9,3,0,3,27,14,0,20,0,.164,122,.250,.262,.512,0,1,1.000,1,575,2.08,34.2,1,1,1,1,1,0,8,0.98,136,104,22,0,0,374,.650,0,0,1,0,32,1.78,.500,16.59,4,1.93,7.01,3.63,5.19,2.34,0.78,5,3,0,0,0,,,,,,,
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
676879,Aaron Ashby,27,19,8,6,0,14,1.000,0.52,1.18,107.1,27,0,0,0,124,66,62,19,2,15,126,47,0,106,6,.254,418,.335,.416,.751,0,7,1.000,10,1878,4.44,107.1,2,10,1,1,1,0,53,1.43,475,322,27,0,0,1207,.640,6,1,7,0,174,1.88,.167,17.50,2,2.68,10.57,3.94,8.89,5.20,1.26,2,1,0,1,3,,,,,,,
457705,Andrew McCutchen,82,82,0,0,0,0,.000,0.00,-.--,0.0,82,0,0,0,129,144,66,25,0,17,124,57,1,122,4,.237,515,.316,.384,.700,6,8,.571,10,2364,,,,,,,,,,,,,,,,,,,,,,198,0.90,,,,,,,,,,,,0,0,4,,,580,69,226,.278,30.29
502202,Brad Boxberger,70,0,2,3,1,6,.833,0.07,0.70,64.0,70,0,0,0,42,77,23,6,2,6,68,27,1,52,2,.223,233,.306,.343,.649,0,7,1.000,4,1090,2.95,64.0,4,3,1,8,30,7,21,1.23,268,192,70,0,0,699,.640,2,0,0,0,80,0.55,.571,17.03,9,2.52,9.56,3.80,7.31,3.23,0.84,26,11,0,3,3,,,,,,,
605540,Brandon Woodruff,27,27,13,8,0,21,1.000,0.78,1.24,153.1,27,1,0,0,104,155,56,28,2,18,190,42,0,122,5,.215,568,.274,.366,.640,5,9,.643,7,2538,3.05,153.1,13,4,0,0,0,0,52,1.07,620,460,27,0,0,1682,.660,5,0,2,0,208,0.67,.765,16.55,0,4.52,11.15,2.47,7.16,3.29,1.06,0,0,2,1,2,,,,,,,
608718,Brent Suter,54,0,9,2,1,12,.917,0.20,1.50,66.2,54,0,0,1,69,67,32,13,1,9,53,22,0,58,3,.236,246,.306,.407,.713,2,3,.600,6,1070,3.78,66.2,5,3,0,0,1,0,28,1.20,272,200,54,0,0,671,.630,3,0,0,2,100,1.03,.625,16.05,17,2.41,7.16,2.97,7.83,4.32,1.21,19,11,0,1,0,,,,,,,
592885,Christian Yelich,154,35,0,0,0,0,.000,0.00,-.--,0.0,36,0,0,0,180,91,99,25,4,14,162,88,5,145,5,.252,575,.355,.383,.738,3,19,.864,9,2747,,,,,,,,,,,,,,,,,,,,,,220,1.98,,,,,,,,,,,,0,1,2,,,671,57,201,.327,41.07
669203,Corbin Burnes,33,33,17,32,2,51,.961,1.48,2.18,202.0,33,3,0,2,191,155,73,24,6,23,243,51,0,144,13,.197,731,.261,.341,.602,4,5,.556,15,3274,2.94,202.0,12,8,0,0,0,0,66,0.97,797,606,33,0,0,2072,.630,13,0,10,1,249,1.23,.600,16.21,0,4.76,10.83,2.27,6.42,3.25,1.02,0,0,0,0,2,,,,,,,
642207,Devin Williams,65,0,5,3,0,8,1.000,0.12,1.20,60.2,65,0,0,0,46,34,17,5,0,2,96,30,1,31,3,.151,205,.267,.205,.472,2,6,.750,4,1068,1.93,60.2,6,4,15,17,26,2,13,1.01,240,182,65,0,0,668,.630,3,0,5,1,42,1.35,.600,17.60,21,3.20,14.24,4.45,4.60,2.52,0.30,13,2,0,0,2,,,,,,,
641778,Eric Lauer,29,29,10,9,1,20,.950,0.66,1.08,158.2,29,0,0,0,116,188,71,21,3,27,157,59,0,135,2,.228,592,.298,.410,.708,3,6,.667,8,2676,3.69,158.2,11,7,0,0,0,0,65,1.22,661,476,29,0,0,1718,.640,2,2,5,2,243,0.62,.611,16.87,0,2.66,8.91,3.35,7.66,4.03,1.53,0,0,4,0,4,,,,,,,
642547,Freddy Peralta,18,17,8,4,0,12,1.000,0.67,1.38,78.0,18,0,0,0,64,83,31,10,2,6,86,27,0,54,3,.190,284,.266,.303,.569,3,4,.571,1,1353,3.58,78.0,4,4,0,1,0,1,31,1.04,317,234,18,0,0,831,.610,3,0,1,0,86,0.77,.500,17.35,0,3.19,9.92,3.12,6.23,3.58,0.69,0,0,0,1,2,,,,,,,
669003,Garrett Mitchell,28,19,1,40,1,42,.976,1.46,2.10,176.1,28,0,0,1,7,8,9,3,0,2,28,6,0,19,0,.311,61,.373,.459,.832,0,8,1.000,0,300,,,,,,,,,,,,,,,,,,,,,,28,0.88,,,,,,,,,,,,0,1,0,,,68,9,28,.548,30.50
571948,Hoby Milner,67,0,10,4,0,14,1.000,0.21,1.97,64.2,67,1,0,0,72,53,29,16,0,5,64,15,0,61,7,.250,244,.309,.377,.686,0,1,1.000,5,1088,3.76,64.2,3,3,0,1,11,1,27,1.18,272,194,67,0,0,684,.630,7,0,1,1,92,1.36,.500,16.82,9,4.27,8.91,2.09,8.49,4.04,0.70,37,5,0,3,3,,,,,,,
592669,Hunter Renfroe,7,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,97,140,62,23,1,29,121,39,1,121,4,.255,474,.315,.492,.807,1,1,.500,11,2027,,,,,,,,,,,,,,,,,,,,,,233,0.69,,,,,,,,,,,,0,2,3,,,522,72,207,.281,16.34
607054,Jace Peterson,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,8,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.630,0,0,0,0,0,2.00,.---,8.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,328,34,123,.303,36.00
664776,Jake Cousins,12,0,1,2,0,3,1.000,0.25,2.08,13.1,12,0,0,0,11,7,4,5,0,1,21,8,1,10,2,.204,49,.339,.367,.706,0,1,1.000,1,267,2.70,13.1,2,1,0,1,1,1,4,1.35,59,40,12,0,0,161,.600,2,0,4,0,18,1.57,.667,20.03,6,2.63,14.18,5.40,6.75,2.70,0.67,5,2,0,0,0,,,,,,,
669920,Jason Alexander,18,11,14,2,1,17,.941,0.89,2.03,71.2,18,2,0,1,97,58,47,15,3,12,46,28,0,88,4,.312,282,.374,.514,.888,4,3,.429,10,1160,5.40,71.2,2,3,0,0,0,0,43,1.62,321,215,18,0,0,720,.620,4,0,1,0,145,1.67,.400,16.19,3,1.64,5.78,3.52,11.05,5.90,1.51,3,1,0,0,7,,,,,,,
669374,Keston Hiura,80,24,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,33,38,34,8,1,14,111,23,0,53,8,.226,234,.316,.449,.765,2,5,.714,3,1146,,,,,,,,,,,,,,,,,,,,,,105,0.87,,,,,,,,,,,,0,0,1,,,266,32,113,.355,16.71
543939,Kolten Wong,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,122,119,65,24,4,15,88,46,2,108,14,.251,430,.339,.430,.769,6,17,.739,5,2049,,,,,,,,,,,,,,,,,,,,,,185,1.03,,,,,,,,,,,,0,2,5,,,497,47,153,.280,28.67
649966,Luis Urias,24,22,53,33,3,89,.966,3.58,3.87,200.2,24,11,0,2,91,124,54,17,1,16,99,50,0,97,11,.239,406,.335,.404,.739,2,1,.333,9,1974,,,,,,,,,,,,,,,,,,,,,,164,0.73,,,,,,,,,,,,0,0,5,,,472,47,179,.274,25.38
670712,Mike Brosseau,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,5,5,0,1,0,0,0,1,0,2,0,.167,12,.231,.250,.481,0,0,.---,0,44,0.00,3.0,0,0,0,0,0,0,0,1.00,13,9,3,0,0,24,.550,0,0,0,0,3,1.00,.---,14.67,3,0.00,0.00,3.00,6.00,0.00,0.00,1,0,0,0,0,,,160,23,61,.345,23.50
553882,Omar Narvaez,84,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,66,87,21,12,1,4,57,29,1,54,3,.206,262,.292,.305,.597,0,0,.---,4,1182,,,,,,,,,,,,,,,,,,,,23,0,80,0.76,,,,,,,,,,,,0,1,1,5,3.81,296,23,111,.248,65.50
657265,Peter Strzelecki,30,0,5,2,0,7,1.000,0.23,1.80,35.0,30,1,0,0,23,41,13,8,0,2,40,15,2,28,1,.220,127,.301,.331,.632,0,2,1.000,1,605,2.83,35.0,2,1,1,3,4,2,11,1.23,148,105,30,0,0,390,.640,1,0,0,0,42,0.56,.667,17.29,13,2.67,10.29,3.86,7.20,3.34,0.51,9,3,0,2,3,,,,,,,
642133,Rowdy Tellez,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,141,154,67,23,0,35,121,62,9,116,5,.219,529,.306,.461,.767,1,2,.667,20,2392,,,,,,,,,,,,,,,,,,,,,,244,0.92,,,,,,,,,,,,0,0,3,,,599,89,224,.215,15.11
573124,Taylor Rogers,24,0,3,2,0,5,1.000,0.21,1.96,23.0,24,0,0,0,14,17,16,5,0,6,36,10,1,20,3,.238,84,.333,.512,.845,0,2,1.000,1,395,5.48,23.0,3,3,3,6,4,3,14,1.30,100,69,24,0,0,263,.670,3,0,1,0,43,0.82,.500,17.17,5,3.60,14.09,3.91,7.83,6.26,2.35,6,2,0,1,2,,,0,0,0,.---,-.--
641627,Trevor Gott,45,0,3,2,0,5,1.000,0.11,1.00,45.2,45,0,0,0,48,44,25,8,0,8,44,12,0,35,3,.205,171,.269,.392,.661,1,5,.833,2,761,4.14,45.2,3,4,0,4,11,4,21,1.03,186,137,45,0,0,488,.640,3,0,0,0,67,1.09,.429,16.66,3,3.67,8.67,2.36,6.90,4.93,1.58,21,3,0,0,0,,,,,,,
621438,Tyrone Taylor,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,89,98,49,21,3,17,102,22,0,87,7,.233,373,.286,.442,.728,2,3,.600,11,1522,,,,,,,,,,,,,,,,,,,,,,165,0.91,,,,,,,,,,,,0,0,3,,,405,51,160,.272,21.94
605170,Victor Caratini,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,1,2,3,2,0,0,0,1,0,2,1,.400,5,.571,.800,1.371,0,0,.---,0,14,27.00,1.0,0,0,0,0,0,0,3,3.00,7,3,1,0,0,7,.500,1,0,0,0,4,0.50,.---,14.00,1,0.00,0.00,9.00,18.00,27.00,0.00,0,0,0,0,0,5,3.88,314,34,123,.228,30.22
642715,Willy Adames,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,105,162,83,31,0,31,166,49,3,134,1,.238,563,.298,.458,.756,3,8,.727,11,2466,,,,,,,,,,,,,,,,,,,,,,258,0.65,,,,,,,,,,,,0,0,4,,,617,98,250,.278,18.16
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
640470,Adbert Alzolay,6,0,2,1,0,3,1.000,0.50,2.08,13.1,6,0,0,0,9,12,5,3,1,1,19,2,0,9,1,.184,49,.231,.347,.578,0,0,.---,0,193,3.38,13.1,2,1,0,0,1,0,5,0.83,52,40,6,0,0,130,.670,1,0,0,0,17,0.75,.667,14.48,1,9.50,12.83,1.35,6.08,3.37,0.67,4,2,0,0,0,,,,,,,
592716,Adrian Sampson,21,19,13,5,0,18,1.000,0.86,1.56,104.1,21,0,0,0,103,122,40,18,2,10,73,27,0,101,2,.253,399,.304,.383,.687,2,3,.600,14,1694,3.11,104.1,4,5,0,0,0,0,36,1.23,428,313,21,0,0,1060,.630,2,1,0,0,153,0.84,.444,16.24,2,2.70,6.30,2.33,8.71,3.45,0.86,1,0,0,0,0,,,,,,,
663845,Alfonso Rivas,101,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,60,48,27,5,2,3,87,29,1,59,4,.235,251,.322,.307,.629,1,6,.857,1,1208,,,,,,,,,,,,,,,,,,,,,,77,1.25,,,,,,,,,,,,0,1,2,,,287,25,99,.344,83.67
676714,Brandon Hughes,57,0,1,3,0,4,1.000,0.07,0.63,57.2,57,0,0,0,38,64,22,6,1,11,68,21,3,42,6,.200,210,.289,.395,.684,0,0,.---,5,973,3.12,57.2,2,3,8,12,8,4,20,1.09,239,173,57,0,0,625,.640,6,0,3,0,83,0.59,.400,16.87,16,3.24,10.61,3.28,6.55,3.43,1.72,30,5,0,0,2,,,0,0,0,.---,-.--
666624,Christopher Morel,113,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,92,66,55,19,4,16,137,38,0,89,3,.235,379,.308,.433,.741,7,10,.588,6,1648,,,,,,,,,,,,,,,,,,,,,,164,1.39,,,,,,,,,,,,0,3,2,,,425,47,159,.320,23.69
623520,David Bote,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,25,16,15,8,0,4,45,6,0,30,4,.259,116,.315,.431,.746,0,1,1.000,3,494,,,,,,,,,,,,,,,,,,,,,,50,1.56,,,,,,,,,,,,0,0,1,,,127,12,56,.382,29.00
592767,Drew Smyly,22,22,9,2,0,11,1.000,0.50,0.93,106.1,22,0,0,0,103,121,46,24,1,16,91,26,0,101,5,.243,415,.295,.422,.717,1,9,.900,6,1814,3.47,106.1,7,8,0,0,0,0,41,1.19,447,319,22,0,0,1217,.670,5,0,3,1,175,0.85,.467,17.06,0,3.50,7.70,2.20,8.55,3.89,1.35,0,0,0,0,1,,,,,,,
657272,Erich Uelmen,25,0,0,2,1,3,.667,0.08,0.67,27.0,25,0,0,1,31,27,15,5,0,3,21,12,1,25,6,.248,101,.352,.386,.738,0,2,1.000,3,463,4.67,27.0,2,1,1,2,3,1,14,1.37,122,81,25,0,0,271,.590,6,0,1,0,39,1.15,.667,17.15,8,1.75,7.00,4.00,8.33,5.00,1.00,16,5,0,0,3,,,,,,,
606019,Esteban Quiroz,12,10,31,25,1,57,.982,4.67,5.42,93.0,12,9,0,1,11,10,3,0,0,0,9,4,0,11,2,.275,40,.370,.275,.645,1,1,.500,0,185,,,,,,,,,,,,,,,,,,,,,,11,1.10,,,,,,,,,,,,0,1,0,,,47,3,12,.355,-.--
614177,Franmil Reyes,2,1,0,5,0,5,1.000,2.50,5.00,9.0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.000,2,.333,.000,.333,0,0,.---,1,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,1,0,0,0,0,1.00,.---,10.00,1,-.--,9.00,0.00,0.00,0.00,0.00,1,1,0,0,0,,,280,28,122,.309,29.22
669713,Hayden Wesneski,6,4,0,5,1,6,.833,0.83,1.36,33.0,6,0,0,1,32,33,9,6,0,3,33,7,0,24,3,.198,121,.258,.322,.580,2,3,.600,0,495,2.18,33.0,3,2,0,0,0,0,8,0.94,132,99,6,0,0,330,.670,3,0,0,0,39,0.97,.600,15.00,1,4.71,9.00,1.91,6.55,2.45,0.82,0,0,0,0,1,,,,,,,
664023,Ian Happ,158,9,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,148,125,72,42,2,17,149,58,4,155,6,.271,573,.342,.440,.782,4,9,.692,11,2572,,,,,,,,,,,,,,,,,,,,,,252,1.18,,,,,,,,,,,,0,0,4,,,641,72,261,.336,33.71
665871,Javier Assad,9,8,3,3,0,6,1.000,0.67,1.46,37.2,9,0,0,0,37,44,14,5,1,4,30,20,0,35,0,.240,146,.331,.370,.701,2,5,.714,1,690,3.11,37.2,2,2,0,0,0,0,13,1.46,166,113,9,0,0,422,.610,0,0,1,0,54,0.84,.500,18.32,0,1.50,7.17,4.78,8.36,3.35,0.96,0,0,0,0,0,,,,,,,
624522,Keegan Thompson,29,17,3,6,0,9,1.000,0.31,0.70,115.0,29,0,0,0,101,121,54,20,3,16,108,43,0,103,9,.239,431,.320,.411,.731,3,1,.250,14,1878,3.76,115.0,10,5,1,2,0,1,48,1.27,485,345,29,0,0,1184,.630,9,0,5,0,177,0.83,.667,16.33,4,2.51,8.45,3.37,8.06,4.23,1.25,13,4,0,1,1,,,,,,,
655889,Manuel Rodriguez,14,0,1,0,0,1,1.000,0.07,0.69,13.2,14,0,0,0,20,10,6,4,0,1,8,9,0,10,0,.208,48,.333,.354,.687,0,0,.---,3,203,3.29,13.2,2,0,4,6,2,2,5,1.39,57,41,14,0,0,122,.600,0,0,2,0,17,2.00,1.000,14.85,5,0.89,5.27,5.93,6.59,3.95,0.66,6,1,0,0,0,,,,,,,
573186,Marcus Stroman,25,25,21,12,0,33,1.000,1.32,2.15,138.2,25,2,0,0,177,110,61,25,1,16,119,36,0,123,4,.234,525,.287,.377,.664,5,7,.583,6,2181,3.50,138.2,6,7,0,0,0,0,54,1.15,569,416,25,0,0,1410,.650,4,2,2,0,198,1.61,.462,15.73,0,3.31,7.72,2.34,7.98,3.96,1.04,0,0,0,1,3,,,,,,,
643410,Leiter Jr.,35,4,9,2,0,11,1.000,0.31,1.48,67.2,35,2,0,0,71,54,32,7,2,10,73,25,2,52,7,.210,248,.298,.375,.673,2,6,.750,6,1086,3.99,67.2,2,7,3,6,4,3,30,1.14,282,203,35,0,0,678,.620,7,0,5,0,93,1.31,.222,16.05,11,2.92,9.71,3.33,6.92,4.26,1.33,14,5,0,0,2,,,,,,,
621074,Michael Rucker,41,0,6,3,0,9,1.000,0.22,1.50,54.2,41,1,0,0,52,57,25,6,1,8,50,20,0,50,0,.242,207,.306,.396,.702,0,1,1.000,6,914,3.95,54.2,3,1,0,0,5,0,24,1.28,229,164,41,0,0,575,.630,0,0,4,0,82,0.91,.750,16.72,9,2.50,8.23,3.29,8.23,4.12,1.32,23,5,0,0,2,,,,,,,
676369,Nelson Velazquez,6,2,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,39,43,20,7,3,6,65,19,0,38,2,.205,185,.286,.373,.659,2,5,.714,5,810,,,,,,,,,,,,,,,,,,,,,,69,0.91,,,,,,,,,,,,0,0,0,,,206,26,89,.281,30.83
663538,Nico Hoerner,135,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,146,145,60,22,5,10,57,28,4,135,6,.281,481,.327,.410,.737,2,20,.909,11,1831,,,,,,,,,,,,,,,,,,,,,,197,1.01,,,,,,,,,,,,0,0,2,,,517,55,178,.300,48.10
664731,P.J. Higgins,74,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,50,51,23,11,1,6,58,22,0,46,2,.229,201,.310,.383,.693,0,0,.---,2,916,,,,,,,,,,,,,,,,,,,,13,1,77,0.98,,,,,,,,,,,,0,3,1,3,4.96,229,30,84,.290,33.50
