,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
656941,Kyle Schwarber,150,15,107,142,95,21,2,42,197,81,3,118,4,.210,562,.313,.479,.792,1,9,.900,10,2787,,,,,,,,,,,,,,,,,,,,,,269,0.75,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,,,649,87,203,.234,13.38
663837,Matt Vierling,1,0,79,95,39,11,1,5,67,23,0,75,3,.242,310,.295,.332,.627,4,7,.636,7,1361,,,,,,,,,,,,,,,,,,,,,,103,0.83,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,342,29,147,.287,62.00
592206,Nick Castellanos,132,12,122,128,54,27,0,13,126,27,0,137,3,.268,511,.308,.397,.705,1,7,.875,15,2003,,,,,,,,,,,,,,,,,,,,,,203,0.95,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,,,543,61,206,.332,39.31
665155,Nick Maton,9,8,2,1,3,1,0,0,0,0,0,4,0,.571,7,.571,.714,1.285,0,0,.---,0,22,27.00,1.0,0,0,0,0,0,0,3,4.00,7,3,1,0,0,16,.730,0,0,0,0,5,2.00,.---,22.00,1,-.--,0.00,0.00,36.00,27.00,0.00,0,0,0,0,0,2,16,0,18,1.000,2.00,2.66,61.2,9,0,0,0,,,78,17,33,.324,13.00
656793,Nick Nelson,45,2,49,80,35,17,1,1,68,33,0,62,4,.248,250,.334,.336,.670,2,4,.667,2,1161,4.54,67.1,3,2,1,1,3,0,34,1.41,296,202,45,0,0,705,.610,4,0,12,0,84,0.61,.600,17.24,9,2.06,9.09,4.41,8.29,4.68,0.13,23,6,0,0,9,5,3,1,9,.889,0.18,1.07,67.1,45,0,0,1,,,,,,,
592789,Noah Syndergaard,9,8,50,60,26,8,5,5,28,7,0,61,0,.308,198,.332,.475,.807,2,5,.714,6,706,4.59,49.0,4,2,0,0,0,0,25,1.39,206,147,9,1,0,481,.680,0,0,1,1,94,0.83,.667,14.41,0,4.00,5.14,1.29,11.20,4.78,0.92,0,0,0,1,0,4,4,1,9,.889,0.89,1.47,49.0,9,1,0,1,,,,,,,
624133,Ranger Suarez,28,28,206,111,68,36,2,12,127,56,0,142,2,.244,582,.312,.375,.687,2,0,.000,15,2497,3.37,152.1,10,6,0,0,0,0,57,1.30,644,457,28,0,0,1559,.620,2,2,4,0,218,1.86,.625,16.39,0,2.27,7.50,3.31,8.39,4.02,0.71,0,0,0,2,2,31,13,0,44,1.000,1.57,2.61,152.1,28,0,0,0,,,,,,,
656555,Rhys Hoskins,4,4,114,154,81,33,2,30,161,70,0,144,6,.253,570,.339,.475,.814,1,2,.667,11,2794,,,,,,,,,,,,,,,,,,,,,,271,0.74,,,,,,,,,,,,1,0,3,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,,,650,78,200,.298,19.00
622554,Seranthony Dominguez,53,0,44,42,16,8,0,4,60,21,1,33,1,.185,178,.274,.298,.572,1,3,.750,4,805,2.70,50.0,6,5,9,11,15,2,15,1.08,201,150,53,0,0,498,.620,1,0,3,0,53,1.05,.545,16.10,15,2.86,10.80,3.78,5.94,2.88,0.72,20,7,0,0,1,0,5,0,5,1.000,0.09,0.90,50.0,53,0,0,0,,,,,,,
621107,Zach Eflin,19,13,80,75,38,16,2,8,65,15,1,70,5,.244,287,.290,.397,.687,0,2,1.000,4,1180,4.10,74.2,3,5,0,0,2,0,34,1.14,310,224,19,0,0,770,.650,5,0,0,0,114,1.07,.375,15.80,1,4.33,7.83,1.81,8.44,4.58,0.96,0,0,0,0,3,13,3,0,16,1.000,0.84,1.95,74.2,19,1,0,0,,,,,,,
554430,Zack Wheeler,25,25,142,128,52,21,6,13,156,34,1,123,7,.224,548,.278,.356,.634,3,5,.625,10,2281,2.92,148.0,11,7,0,0,0,0,48,1.06,590,444,25,0,0,1522,.670,7,1,1,1,195,1.11,.611,15.41,0,4.59,9.49,2.07,7.48,3.16,0.79,0,0,0,0,1,11,10,0,21,1.000,0.84,1.28,148.0,25,1,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
677053,Andrew Nardi,11,0,5,14,14,5,0,3,18,11,0,20,0,.351,57,.456,.596,1.052,0,0,.---,0,305,9.49,12.1,0,1,0,0,1,0,13,2.51,68,37,11,0,0,192,.630,0,0,1,0,34,0.36,.000,24.73,5,1.64,13.14,8.03,14.59,10.22,2.19,5,5,0,0,0,0,0,0,0,.000,0.00,0.00,12.1,11,0,0,0,,,0,0,0,.---,-.--
541645,Avisail Garcia,95,10,102,63,30,8,0,8,104,15,0,79,4,.228,346,.267,.321,.588,0,4,1.000,12,1310,,,,,,,,,,,,,,,,,,,,,,111,1.62,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,,,367,35,158,.301,43.25
666129,Braxton Garrett,16,16,87,71,36,16,3,9,83,19,0,79,10,.247,320,.309,.400,.709,3,9,.750,8,1345,3.56,83.1,3,6,0,0,0,0,33,1.18,349,250,16,0,0,911,.680,10,0,2,0,128,1.23,.333,16.14,0,4.37,8.96,2.05,8.53,3.89,0.97,0,0,0,0,0,11,5,1,17,.941,1.00,1.73,83.1,16,1,0,1,,,,,,,
605119,Brian Anderson,95,8,92,64,42,16,1,8,96,36,2,75,7,.230,326,.319,.359,.678,0,1,1.000,7,1491,,,,,,,,,,,,,,,,,,,,,,117,1.44,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,,,370,28,140,.300,40.75
650559,La Cruz,110,0,80,73,34,18,0,12,85,18,0,74,2,.240,308,.283,.416,.699,0,3,1.000,6,1283,,,,,,,,,,,,,,,,,,,,,,128,1.10,,,,,,,,,,,,1,0,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,,,333,38,139,.288,25.67
663773,Bryan Hoeing,6,1,17,8,14,2,1,4,5,4,0,17,0,.378,45,.420,.733,1.153,0,1,1.000,1,224,12.19,10.1,1,1,0,0,0,0,14,2.03,51,31,6,0,0,138,.620,0,0,1,0,33,2.13,.500,21.68,0,1.25,4.35,3.48,14.81,12.19,3.48,1,1,0,1,1,3,1,0,4,1.000,0.67,3.60,10.1,6,0,0,0,,,,,,,
641779,Charles Leblanc,44,0,24,33,16,10,0,4,48,11,0,40,1,.276,145,.331,.428,.759,2,4,.667,0,649,,,,,,,,,,,,,,,,,,,,,,62,0.73,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,157,11,54,.387,36.25
571670,Dylan Floro,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.02,50.2,1,3,9,12,6,3,17,1.13,206,152,53,0,0,544,.670,0,0,1,0,0,-.--,.250,15.91,21,3.46,7.99,2.31,7.82,3.91,0.71,9,3,0,0,0,4,0,0,4,1.000,0.08,0.72,50.2,53,0,0,0,,,0,0,0,.---,-.--
665795,Edward Cabrera,13,13,65,61,24,7,0,10,70,33,0,44,9,.183,240,.305,.338,.643,1,4,.800,6,1173,3.15,68.2,6,4,0,0,0,0,24,1.12,282,206,13,0,0,714,.610,9,0,2,0,81,1.07,.600,17.08,0,2.12,9.17,4.33,5.77,3.15,1.31,0,0,0,0,0,4,6,0,10,1.000,0.77,1.32,68.2,13,2,0,0,,,,,,,
623211,Huascar Brazoban,24,0,26,20,13,6,0,3,38,17,0,25,1,.229,109,.339,.367,.706,2,2,.500,2,577,3.41,29.0,0,1,0,0,4,0,11,1.45,127,87,24,0,0,337,.580,1,0,6,0,40,1.30,.000,19.90,2,2.24,11.79,5.28,7.76,4.03,0.93,12,4,0,0,0,4,1,1,6,.833,0.21,1.55,29.0,24,0,0,1,,,,,,,
668709,JJ Bleday,61,4,29,66,19,10,1,5,65,30,0,32,2,.168,190,.286,.311,.597,1,4,.800,4,976,,,,,,,,,,,,,,,,,,,,,,59,0.44,,,,,,,,,,,,0,0,2,0,5,0,5,1.000,1.25,1.25,36.0,4,0,0,0,,,224,14,82,.221,38.00
607732,Jacob Stallings,112,1,89,95,25,12,0,4,82,28,0,76,5,.224,340,.291,.294,.585,1,0,.000,15,1444,,,,,,,,,,,,,,,,,,,,30,2,100,0.94,,,,,,,,,,,,0,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,0,3.83,375,33,153,.282,85.00
670288,Jake Fishman,5,0,13,12,2,4,0,0,5,0,0,9,3,.231,39,.286,.333,.619,0,0,.---,1,145,1.74,10.1,0,0,0,0,1,0,2,0.87,42,31,5,0,0,101,.700,3,0,0,0,13,1.08,.---,14.03,2,-.--,4.35,0.00,7.84,1.74,0.00,4,1,0,0,0,1,0,0,1,1.000,0.20,0.90,10.1,5,1,0,0,,,,,,,
656257,Jeff Brigham,13,0,10,27,10,5,0,3,25,9,0,21,0,.256,82,.330,.427,.757,1,5,.833,1,379,3.74,21.2,0,1,1,1,1,0,9,1.38,92,65,13,0,0,245,.650,0,0,1,0,35,0.37,.000,17.49,2,2.78,10.38,3.74,8.72,4.15,1.25,10,1,0,1,0,2,2,0,4,1.000,0.31,1.71,21.2,13,0,0,0,,,,,,,
666200,Jesus Luzardo,17,17,80,88,40,16,2,10,108,34,0,65,2,.192,339,.269,.339,.608,1,2,.667,6,1543,3.53,94.1,3,7,0,0,0,0,37,1.05,377,283,17,0,0,970,.630,2,0,5,1,115,0.91,.300,16.36,0,3.18,10.30,3.24,6.20,3.82,0.95,0,0,0,1,1,13,1,1,15,.933,0.82,1.34,94.1,17,2,0,1,,,,,,,
660821,Jesus Sanchez,94,1,83,69,36,12,3,12,88,24,0,62,3,.206,301,.271,.385,.656,0,1,1.000,7,1339,,,,,,,,,,,,,,,,,,,,,,116,1.20,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,329,33,148,.248,25.08
621563,Joey Wendle,97,0,127,79,26,24,1,3,45,14,0,86,5,.258,333,.296,.363,.659,3,12,.800,6,1224,,,,,,,,,,,,,,,,,,,,,,121,1.61,,,,,,,,,,,,0,1,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,356,31,105,.288,111.00
542932,Jon Berti,3,1,105,73,44,16,2,4,84,39,0,81,3,.237,342,.319,.330,.649,5,38,.884,5,1479,,,,,,,,,,,,,,,,,,,,,,113,1.44,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,385,26,139,.302,85.50
677954,Jordan Groshans,13,13,11,12,5,0,0,1,11,3,0,12,0,.261,46,.306,.326,.632,0,0,.---,2,190,,,,,,,,,,,,,,,,,,,,,,15,0.92,,,,,,,,,,,,0,0,0,32,8,1,41,.976,3.08,3.13,115.1,13,2,0,1,,,49,2,20,.324,46.00
650331,Lewin Diaz,2,1,34,41,12,4,0,5,49,10,0,27,1,.181,149,.235,.309,.544,0,1,1.000,2,679,,,,,,,,,,,,,,,,,,,,,,46,0.83,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,162,11,56,.227,29.80
500743,Miguel Rojas,134,130,155,142,34,19,2,6,61,25,1,109,6,.235,463,.282,.324,.606,3,9,.750,12,1784,,,,,,,,,,,,,,,,,,,,,,150,1.09,,,,,,,,,,,,0,1,3,336,183,6,525,.989,3.87,4.27,1095.2,134,73,0,5,,,498,35,162,.258,77.17
663743,Nick Fortes,13,11,48,63,39,6,1,8,44,17,0,49,5,.240,204,.314,.397,.711,10,25,.714,5,810,,,,,,,,,,,,,,,,,,,,18,0,81,0.76,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,1,3.96,226,22,88,.270,25.50
641154,Pablo Lopez,31,31,185,147,78,39,6,21,167,50,1,155,8,.238,650,.299,.414,.713,1,5,.833,17,2814,3.90,173.0,10,10,0,0,0,0,75,1.18,712,519,31,0,0,1832,.650,8,0,4,0,269,1.26,.500,16.27,0,3.34,8.69,2.60,8.06,4.06,1.09,0,0,0,0,4,11,12,2,25,.920,0.74,1.20,173.0,31,2,0,2,,,,,,,
680814,Peyton Burdick,3,2,12,24,5,4,0,2,34,8,0,14,2,.167,84,.255,.286,.541,0,1,1.000,1,371,,,,,,,,,,,,,,,,,,,,,,24,0.50,,,,,,,,,,,,0,0,0,0,4,0,4,1.000,1.33,1.71,21.0,3,0,0,0,,,94,4,37,.250,42.00
542947,Richard Bleier,52,1,70,40,21,23,0,3,30,10,3,61,1,.307,199,.341,.467,.808,1,3,.750,2,734,3.56,48.0,2,2,0,4,6,4,19,1.48,212,144,52,0,0,520,.710,1,3,3,2,93,1.75,.500,15.29,10,3.00,5.63,1.88,11.44,3.94,0.56,27,14,0,1,1,7,5,0,12,1.000,0.23,2.25,48.0,52,0,0,0,,,0,0,0,.---,-.--
645261,Sandy Alcantara,32,32,274,172,67,32,6,16,207,50,1,174,9,.212,820,.263,.324,.587,4,24,.857,21,3248,2.28,228.2,14,9,0,0,0,0,58,0.98,886,686,32,6,1,2231,.690,9,0,3,2,266,1.59,.609,14.20,0,4.14,8.15,1.97,6.85,2.64,0.63,0,0,0,1,6,28,20,0,48,1.000,1.50,1.89,228.2,32,2,0,0,,,,,,,
663432,Tanner Scott,29,0,13,40,16,1,1,5,36,13,0,26,0,.228,114,.305,.386,.691,0,3,1.000,1,521,3.30,30.0,1,3,12,16,1,4,11,1.30,128,90,29,0,0,336,.640,0,0,1,0,44,0.33,.250,17.37,20,2.77,10.80,3.90,7.80,4.80,1.50,3,0,0,0,1,1,1,0,2,1.000,0.07,0.60,30.0,29,0,0,0,,,,,,,
667297,Tommy Nance,32,2,34,29,21,9,1,5,54,19,3,43,3,.269,160,.357,.431,.788,0,8,1.000,3,706,4.43,40.2,1,3,0,1,2,1,20,1.52,182,122,32,0,0,437,.620,3,0,5,0,69,1.17,.250,17.36,8,2.84,11.95,4.20,9.52,4.65,1.11,15,9,0,0,0,4,1,0,5,1.000,0.16,1.13,40.2,32,0,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
669743,Alex Call,31,0,23,22,14,2,1,4,22,9,0,22,2,.247,89,.330,.427,.757,2,3,.600,2,426,,,,,,,,,,,,,,,,,,,,,,38,1.05,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,100,11,31,.286,22.25
600921,Andres Machado,49,0,62,60,32,16,0,7,44,26,0,52,2,.244,213,.325,.418,.743,0,8,1.000,3,948,3.58,55.1,2,0,0,0,3,0,22,1.41,246,166,49,0,0,608,.640,2,0,3,0,89,1.03,1.000,17.13,12,1.69,7.16,4.23,8.46,5.20,1.14,25,4,0,0,5,6,3,1,10,.900,0.18,1.47,55.1,49,0,0,1,,,,,,,
434671,Anibal Sanchez,13,13,58,85,30,7,0,13,42,30,1,50,4,.215,233,.313,.412,.725,0,6,1.000,8,1148,4.06,64.1,3,6,0,0,0,0,29,1.24,269,193,13,0,0,685,.600,4,0,2,0,96,0.68,.333,17.84,0,1.40,5.88,4.20,6.99,4.20,1.82,0,0,0,1,1,4,4,2,10,.800,0.62,1.13,64.1,13,0,0,2,,,,,,,
682928,CJ Abrams,46,0,41,32,16,5,0,2,27,4,0,29,6,.232,125,.285,.320,.605,2,1,.333,4,445,,,,,,,,,,,,,,,,,,,,,,40,1.28,,,,,,,,,,,,0,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,139,11,60,.276,62.50
605218,Edwards Jr.,55,0,60,59,21,5,0,7,54,25,0,49,1,.223,220,.302,.341,.643,3,1,.250,2,983,2.70,60.0,6,3,2,5,13,3,18,1.23,248,180,55,0,0,632,.640,1,0,2,1,75,1.02,.667,16.38,8,2.16,8.10,3.75,7.35,3.15,1.05,18,4,0,0,2,6,5,0,11,1.000,0.20,1.65,60.0,55,0,0,0,,,,,,,
514917,Cesar Hernandez,142,7,154,150,63,27,4,1,111,44,0,133,7,.245,543,.309,.315,.624,4,9,.692,9,2296,,,,,,,,,,,,,,,,,,,,,,171,1.03,,,,,,,,,,,,0,3,2,1,14,1,16,.938,2.14,2.33,58.0,7,1,0,1,,,599,34,182,.305,543.00
676265,Cory Abbott,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
541640,Erasmo Ramirez,57,2,90,88,31,9,2,11,58,14,1,77,6,.249,309,.292,.398,.690,0,1,1.000,13,1181,3.06,82.1,4,2,0,1,5,1,28,1.11,333,247,57,0,0,796,.670,6,0,1,0,123,1.02,.667,14.34,9,4.14,6.34,1.53,8.42,3.39,1.20,33,9,0,1,3,7,4,1,12,.917,0.19,1.21,82.1,57,0,0,1,,,,,,,
607200,Erick Fedde,26,26,135,131,75,26,0,19,93,56,0,140,0,.284,493,.353,.452,.805,2,17,.895,13,2353,5.27,124.2,6,12,0,0,0,0,73,1.57,555,374,26,0,0,1418,.600,0,0,6,0,223,1.03,.333,18.87,0,1.66,6.71,4.04,10.11,5.41,1.37,0,0,0,0,6,11,14,0,25,1.000,0.96,1.81,124.2,26,1,0,0,,,,,,,
640451,Hunter Harvey,35,0,25,35,12,9,1,1,40,11,0,32,0,.250,128,.301,.359,.660,0,5,1.000,5,603,2.80,35.1,2,1,0,1,5,1,11,1.22,143,106,35,0,0,395,.660,0,0,2,0,46,0.71,.667,17.07,7,3.64,10.19,2.80,8.15,3.06,0.25,14,5,0,0,4,2,2,0,4,1.000,0.11,1.03,35.1,35,0,0,0,,,,,,,
545121,Ildemaro Vargas,39,39,47,52,15,11,0,3,21,5,0,47,3,.285,165,.316,.406,.722,1,3,.750,4,635,,,,,,,,,,,,,,,,,,,,,,67,0.90,,,,,,,,,,,,0,1,1,95,31,4,130,.969,3.23,3.33,341.0,39,9,0,4,,,175,17,67,.310,55.00
672832,Israel Pineda,3,3,3,1,1,0,0,0,6,1,0,0,0,.000,10,.091,.000,.091,1,2,.667,0,37,,,,,,,,,,,,,,,,,,,,2,0,0,3.00,,,,,,,,,,,,0,0,0,3,17,0,20,1.000,6.67,6.92,26.0,3,0,0,0,2,4.85,11,0,4,.000,-.--
608841,Joey Meneses,50,22,55,35,29,13,0,12,48,12,2,65,1,.323,201,.361,.567,.928,0,1,1.000,12,835,,,,,,,,,,,,,,,,,,,,,,114,1.57,,,,,,,,,,,,0,0,2,1,50,3,54,.944,2.32,2.51,183.0,22,1,0,0,,,216,29,90,.371,16.75
607179,Jordan Weems,30,0,27,45,23,7,2,6,37,12,1,33,0,.236,140,.294,.443,.737,0,0,.---,2,681,5.45,36.1,0,1,0,0,0,0,22,1.24,154,109,30,0,0,452,.660,0,1,4,0,62,0.60,.000,18.74,2,3.08,9.17,2.97,8.17,5.70,1.49,17,6,0,1,1,2,2,0,4,1.000,0.13,1.00,36.1,30,0,0,0,,,,,,,
641943,Josh Palacios,26,0,11,8,7,1,0,0,12,1,0,7,1,.184,38,.225,.211,.436,0,1,1.000,0,173,,,,,,,,,,,,,,,,,,,,,,8,1.38,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,40,2,22,.269,-.--
680686,Josiah Gray,28,28,107,177,84,20,4,38,154,66,1,136,8,.239,569,.324,.489,.813,4,11,.733,6,2597,5.02,148.2,7,10,0,0,0,0,83,1.36,649,446,28,0,0,1593,.610,8,0,7,0,278,0.60,.412,17.47,0,2.33,9.32,4.00,8.23,5.09,2.30,0,0,1,0,5,8,4,0,12,1.000,0.43,0.73,148.2,28,0,0,0,,,,,,,
640448,Kyle Finnegan,64,0,65,53,28,10,1,9,68,21,2,52,0,.220,236,.282,.386,.668,0,4,1.000,6,1020,3.62,64.2,6,4,11,15,14,4,26,1.13,259,194,64,0,0,668,.650,0,1,0,0,91,1.23,.600,15.77,23,3.24,9.46,2.92,7.24,3.90,1.25,23,10,0,0,2,8,2,0,10,1.000,0.16,1.41,64.2,64,0,0,0,,,,,,,
657041,Lane Thomas,1,0,115,125,59,25,2,17,126,37,0,117,4,.245,478,.302,.412,.714,4,8,.667,8,2090,,,,,,,,,,,,,,,,,,,,,,197,0.92,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,524,52,204,.294,28.12
671277,Luis Garcia,87,58,109,65,26,21,2,6,76,11,1,92,1,.273,337,.295,.401,.696,4,3,.429,5,1238,,,,,,,,,,,,,,,,,,,,,,135,1.68,,,,,,,,,,,,0,1,4,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,354,39,144,.332,56.17
572228,Luke Voit,69,68,52,73,38,18,0,13,110,39,1,67,3,.225,298,.317,.416,.733,1,1,.500,5,1382,,,,,,,,,,,,,,,,,,,,,,124,0.71,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,69,0,0,0,,,344,48,133,.302,22.92
666168,Mason Thompson,21,0,29,21,8,0,1,2,11,8,0,17,1,.221,77,.302,.325,.627,0,1,1.000,1,311,3.48,20.2,1,1,1,2,0,1,8,1.21,87,62,21,0,0,199,.640,1,0,0,0,25,1.38,.500,15.05,8,1.38,4.79,3.48,7.40,3.48,0.87,6,0,0,1,0,1,5,0,6,1.000,0.29,2.70,20.2,21,0,0,0,,,,,,,
443558,Nelson Cruz,124,122,136,91,50,16,0,10,119,49,1,105,4,.234,448,.313,.337,.650,0,4,1.000,16,1992,,,,,,,,,,,,,,,,,,,,,,151,1.49,,,,,,,,,,,,3,0,3,0,0,0,0,.000,0.00,-.--,0.0,123,0,0,0,,,507,64,207,.295,44.80
502179,Paolo Espino,41,18,111,126,57,19,1,21,92,22,0,126,2,.279,451,.313,.466,.779,2,1,.333,4,1841,4.30,113.0,0,8,0,0,0,0,54,1.31,479,339,41,1,0,1190,.650,2,0,1,0,210,0.88,.000,16.29,18,4.18,7.33,1.75,10.04,4.54,1.67,9,2,0,0,4,13,15,2,30,.933,0.68,2.23,113.0,41,0,0,2,,,,,,,
571578,Patrick Corbin,30,30,165,143,112,32,5,27,125,46,1,200,6,.317,631,.368,.512,.880,5,13,.722,14,2522,6.08,148.0,6,18,0,0,0,0,100,1.66,685,444,30,1,0,1619,.640,6,0,2,3,323,1.15,.250,17.04,0,2.72,7.60,2.80,12.16,6.81,1.64,0,0,0,1,1,17,9,0,26,1.000,0.87,1.58,148.0,30,0,0,0,,,,,,,
656180,Riley Adams,45,0,35,36,12,4,0,4,40,11,0,23,1,.172,134,.240,.291,.531,1,0,.000,2,570,,,,,,,,,,,,,,,,,,,,13,0,39,0.97,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,0,4.45,146,8,57,.211,33.50
518553,Steve Cishek,67,0,55,60,33,3,1,11,73,27,1,53,13,.225,236,.332,.386,.718,2,3,.600,2,1149,4.34,64.1,1,4,1,3,6,2,31,1.24,281,193,67,0,0,714,.620,13,0,3,0,91,0.92,.200,17.86,12,2.70,10.21,3.78,7.41,4.62,1.54,31,14,0,1,4,2,2,0,4,1.000,0.06,0.56,64.1,67,0,0,0,,,,,,,
676720,Tommy Romero,3,1,4,4,4,0,0,2,5,5,0,3,0,.188,16,.381,.563,.944,0,0,.---,0,100,7.71,4.2,1,0,0,0,0,0,4,1.71,21,14,3,0,0,61,.610,0,0,0,1,9,1.00,1.000,21.43,1,1.00,9.64,9.64,5.79,7.71,3.86,0,0,0,0,0,1,0,0,1,1.000,0.33,2.25,4.2,3,0,0,0,,,,,,,
668663,Tres Barrera,17,16,9,14,2,1,0,0,13,2,0,8,0,.186,43,.222,.209,.431,0,0,.---,1,162,,,,,,,,,,,,,,,,,,,,7,0,9,0.64,,,,,,,,,,,,0,1,0,4,98,0,102,1.000,6.00,7.12,129.0,17,1,0,0,0,5.02,46,4,21,.267,-.--
645302,Victor Robles,128,0,88,99,42,9,2,6,101,17,0,81,9,.228,355,.279,.315,.594,3,15,.833,3,1363,,,,,,,,,,,,,,,,,,,,,,112,0.89,,,,,,,,,,,,0,11,3,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,395,32,140,.299,59.17
425794,Adam Wainwright,31,31,203,194,74,34,3,15,139,52,1,186,7,.259,717,.314,.378,.692,6,6,.500,15,3047,3.51,187.0,11,11,0,0,0,0,73,1.27,781,561,31,1,0,1971,.650,7,0,5,0,271,1.05,.500,16.29,0,2.67,6.69,2.50,8.95,3.56,0.72,0,0,0,0,5,15,18,0,33,1.000,1.06,1.59,187.0,31,0,0,0,,,,,,,
405395,Albert Pujols,66,58,2,1,4,0,0,2,0,1,0,3,0,.500,6,.571,1.500,2.071,0,0,.---,0,27,36.00,1.0,0,0,0,0,0,0,4,4.00,7,3,1,0,0,16,.590,0,0,0,0,9,2.00,.---,27.00,1,0.00,0.00,9.00,27.00,36.00,18.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,66,0,0,0,,,341,59,146,.246,13.54
676475,Alec Burleson,11,2,10,10,2,0,0,1,5,2,0,6,0,.194,31,.242,.290,.532,0,1,1.000,1,113,,,,,,,,,,,,,,,,,,,,,,9,1.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,33,1,13,.200,31.00
669467,Andre Pallante,45,10,165,59,38,18,1,8,73,40,2,111,1,.274,405,.340,.383,.723,2,5,.714,17,1726,3.14,106.0,6,5,0,0,9,0,37,1.42,449,318,45,0,0,1068,.620,1,0,4,0,155,2.80,.545,16.28,4,1.83,6.20,3.40,9.42,3.23,0.68,20,9,0,2,1,15,12,0,27,1.000,0.60,2.29,106.0,45,1,0,0,,,,,,,
